Código,Descripción,Tipo Descripción
M797,FIBROMIALGIA,Diagnóstico (CIEX)
M798,OTROS TRASTORNOS ESPECIFICADOS DE LOS TEJIDOS BLANDOS,Diagnóstico (CIEX)
M799,"TRASTORNO DE LOS TEJIDOS BLANDOS, NO ESPECIFICADO",Diagnóstico (CIEX)
M800,"OSTEOPOROSIS POSTMENOPAUSICA, CON FRACTURA PATOLOGICA",Diagnóstico (CIEX)
M801,"OSTEOPOROSIS POSTOOFORECTOMIA, CON FRACTURA PATOLOGICA",Diagnóstico (CIEX)
M803,"OSTEOPOROSIS POR MALABSORCION POSTQUIRURGICA, CON FRACTURA PATOLOGICA",Diagnóstico (CIEX)
M804,"OSTEOPOROSIS INDUCIDA POR DROGAS, CON FRACTURA PATOLOGICA",Diagnóstico (CIEX)
M805,"OSTEOPOROSIS IDIOPATICA, CON FRACTURA PATOLOGICA",Diagnóstico (CIEX)
M808,"OTRAS OSTEOPOROSIS, CON FRACTURA PATOLOGICA",Diagnóstico (CIEX)
M802,"OSTEOPOROSIS POR DESUSO, CON FRACTURA PATOLOGICA",Diagnóstico (CIEX)
M809,"OSTEOPOROSIS NO ESPECIFICADA, CON FRACTURA PATOLOGICA",Diagnóstico (CIEX)
M815,"OSTEOPOROSIS IDIOPATICA, SIN FRACTURA PATOLOGICA",Diagnóstico (CIEX)
M816,"OSTEOPOROSIS LOCALIZADA [LEQUESNE], SIN FRACTURA PATOLOGICA",Diagnóstico (CIEX)
M810,"OSTEOPOROSIS POSTMENOPAUSICA, SIN FRACTURA PATOLOGICA",Diagnóstico (CIEX)
M813,"OSTEOPOROSIS POR MALABSORCION POSTQUIRURGICA, SIN FRACTURA PATOLOGICA",Diagnóstico (CIEX)
M814,"OSTEOPOROSIS INDUCIDA POR DROGAS, SIN FRACTURA PATOLOGICA",Diagnóstico (CIEX)
M811,"OSTEOPOROSIS POSTOOFORECTOMIA, SIN FRACTURA PATOLOGICA",Diagnóstico (CIEX)
M812,"OSTEOPOROSIS POR DESUSO, SIN FRACTURA PATOLOGICA",Diagnóstico (CIEX)
M820,OSTEOPOROSIS EN MIELOMATOSIS MULTIPLE (C90.0+),Diagnóstico (CIEX)
M821,OSTEOPOROSIS EN TRASTORNOS ENDOCRINOS (E00-E34+),Diagnóstico (CIEX)
M818,"OTRAS OSTEOPOROSIS, SIN FRACTURA PATOLOGICA",Diagnóstico (CIEX)
M831,OSTEOMALACIA SENIL,Diagnóstico (CIEX)
M832,OSTEOMALACIA DEL ADULTO DEBIDA A MALABSORCION,Diagnóstico (CIEX)
M819,"OSTEOPOROSIS NO ESPECIFICADA, SIN FRACTURA PATOLOGICA",Diagnóstico (CIEX)
M830,OSTEOMALACIA PUERPERAL,Diagnóstico (CIEX)
M833,OSTEOMALACIA DEL ADULTO DEBIDA A DESNUTRICION,Diagnóstico (CIEX)
M834,ENFERMEDAD DE LOS HUESOS POR ALUMINIO,Diagnóstico (CIEX)
M828,OSTEOPOROSIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,Diagnóstico (CIEX)
M835,OTRAS OSTEOMALACIAS DEL ADULTO INDUCIDAS POR DROGAS,Diagnóstico (CIEX)
M838,OTRAS OSTEOMALACIAS DEL ADULTO,Diagnóstico (CIEX)
M839,"OSTEOMALACIA DEL ADULTO, NO ESPECIFICADA",Diagnóstico (CIEX)
M840,CONSOLIDACION DEFECTUOSA DE FRACTURA,Diagnóstico (CIEX)
M841,FALTA DE CONSOLIDACION DE FRACTURA [SEUDOARTROSIS],Diagnóstico (CIEX)
M842,CONSOLIDACION RETARDADA DE FRACTURA,Diagnóstico (CIEX)
M843,"FRACTURA POR TENSION, NO CLASIFICADA EN OTRA PARTE",Diagnóstico (CIEX)
M844,"FRACTURA PATOLOGICA, NO CLASIFICADA EN OTRA PARTE",Diagnóstico (CIEX)
M848,OTROS TRASTORNOS DE LA CONTINUIDAD DEL HUESO,Diagnóstico (CIEX)
M849,"TRASTORNO DE LA CONTINUIDAD DEL HUESO, NO ESPECIFICADO",Diagnóstico (CIEX)
M850,DISPLASIA FIBROSA (MONOSTOTICA),Diagnóstico (CIEX)
M851,FLUOROSIS DEL ESQUELETO,Diagnóstico (CIEX)
M852,HIPEROSTOSIS DEL CRANEO,Diagnóstico (CIEX)
M853,OSTEITIS CONDENSANTE,Diagnóstico (CIEX)
M854,QUISTE OSEO SOLITARIO,Diagnóstico (CIEX)
M855,QUISTE OSEO ANEURISMATICO,Diagnóstico (CIEX)
M856,OTROS QUISTES OSEOS,Diagnóstico (CIEX)
M858,OTROS TRASTORNOS ESPECIFICADOS DE LA DENSIDAD Y DE LA ESTRUCTURA OSEAS,Diagnóstico (CIEX)
M859,"TRASTORNO DE LA DENSIDAD Y DE LA ESTRUCTURA OSEAS, NO ESPECIFICADO",Diagnóstico (CIEX)
M860,OSTEOMIELITIS HEMATOGENA AGUDA,Diagnóstico (CIEX)
M861,OTRAS OSTEOMIELITIS AGUDAS,Diagnóstico (CIEX)
M862,OSTEOMIELITIS SUBAGUDA,Diagnóstico (CIEX)
M863,OSTEOMIELITIS MULTIFOCAL CRONICA,Diagnóstico (CIEX)
M864,OSTEOMIELITIS CRONICA CON DRENAJE DEL SENO,Diagnóstico (CIEX)
M866,OTRAS OSTEOMIELITIS CRONICAS,Diagnóstico (CIEX)
M868,OTRAS OSTEOMIELITIS,Diagnóstico (CIEX)
M865,OTRAS OSTEOMIELITIS HEMATOGENAS CRONICAS,Diagnóstico (CIEX)
M869,"OSTEOMIELITIS, NO ESPECIFICADA",Diagnóstico (CIEX)
M870,NECROSIS ASEPTICA IDIOPATICA OSEA,Diagnóstico (CIEX)
M871,OSTEONECROSIS DEBIDA A DROGAS,Diagnóstico (CIEX)
M872,OSTEONECROSIS DEBIDA A TRAUMATISMO PREVIO,Diagnóstico (CIEX)
M873,OTRAS OSTEONECROSIS SECUNDARIAS,Diagnóstico (CIEX)
M878,OTRAS OSTEONECROSIS,Diagnóstico (CIEX)
M879,"OSTEONECROSIS, NO ESPECIFICADA",Diagnóstico (CIEX)
M880,ENFERMEDAD DE PAGET DEL CRANEO,Diagnóstico (CIEX)
M888,ENFERMEDAD DE PAGET DE OTROS HUESOS,Diagnóstico (CIEX)
M889,"ENFERMEDAD OSEA DE PAGET, HUESOS NO ESPECIFICADOS",Diagnóstico (CIEX)
M890,ALGONEURODISTROFIA,Diagnóstico (CIEX)
M892,OTROS TRASTORNOS DEL DESARROLLO Y CRECIMIENTO OSEO,Diagnóstico (CIEX)
M893,HIPERTROFIA DEL HUESO,Diagnóstico (CIEX)
M891,DETENCION DEL CRECIMIENTO EPIFISARIO,Diagnóstico (CIEX)
M894,OTRAS OSTEOARTROPATIAS HIPERTROFICAS,Diagnóstico (CIEX)
M898,OTROS TRASTORNOS ESPECIFICADOS DEL HUESO,Diagnóstico (CIEX)
M895,OSTEOLISIS,Diagnóstico (CIEX)
M896,OSTEOPATIA A CONSECUENCIA DE POLIOMIELITIS,Diagnóstico (CIEX)
M903,OSTEONECROSIS EN LA ENFERMEDAD CAUSADA POR DESCOMPRESION (T70.3+),Diagnóstico (CIEX)
M904,OSTEONECROSIS DEBIDA A HEMOGLOBINOPATIA (D50-D64+),Diagnóstico (CIEX)
M899,"TRASTORNO DEL HUESO, NO ESPECIFICADO",Diagnóstico (CIEX)
M900,TUBERCULOSIS OSEA (A18.0+),Diagnóstico (CIEX)
M901,PERIOSTITIS EN OTRAS ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE,Diagnóstico (CIEX)
M902,OSTEOPATIA EN OTRAS ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE,Diagnóstico (CIEX)
M905,OSTEONECROSIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,Diagnóstico (CIEX)
M906,OSTEITIS DEFORMANTE EN ENFERMEDAD NEOPLASICA (C00-D48+),Diagnóstico (CIEX)
M907,FRACTURA OSEA EN ENFERMEDAD NEOPLASICA (C00-D48+),Diagnóstico (CIEX)
M908,OSTEOPATIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,Diagnóstico (CIEX)
M911,OSTEOCONDROSIS JUVENIL DE LA CABEZA DEL FEMUR [LEGG-CALVE-PERTHES],Diagnóstico (CIEX)
M912,COXA PLANA,Diagnóstico (CIEX)
M910,OSTEOCONDROSIS JUVENIL DE LA PELVIS,Diagnóstico (CIEX)
M913,PSEUDOCOXALGIA,Diagnóstico (CIEX)
M918,OTRAS OSTEOCONDROSIS JUVENILES DE LA CADERA Y DE LA PELVIS,Diagnóstico (CIEX)
M924,OSTEOCONDROSIS JUVENIL DE LA ROTULA,Diagnóstico (CIEX)
M925,OSTEOCONDROSIS JUVENIL DE LA TIBIA Y DEL PERONE,Diagnóstico (CIEX)
M921,OSTEOCONDROSIS JUVENIL DEL CUBITO Y DEL RADIO,Diagnóstico (CIEX)
M922,OSTEOCONDROSIS JUVENIL DE LA MANO,Diagnóstico (CIEX)
M923,OTRAS OSTEOCONDROSIS JUVENILES DEL MIEMBRO SUPERIOR,Diagnóstico (CIEX)
M919,"OSTEOCONDROSIS JUVENIL DE LA CADERA Y DE LA PELVIS, SIN OTRA ESPECIFICACION",Diagnóstico (CIEX)
M920,OSTEOCONDROSIS JUVENIL DEL HUMERO,Diagnóstico (CIEX)
M926,OSTEOCONDROSIS JUVENIL DEL TARSO,Diagnóstico (CIEX)
M928,OTRAS OSTEOCONDROSIS JUVENILES ESPECIFICADAS,Diagnóstico (CIEX)
M929,"OSTEOCONDROSIS JUVENIL, NO ESPECIFICADA",Diagnóstico (CIEX)
M927,OSTEOCONDROSIS JUVENIL DEL METATARSO,Diagnóstico (CIEX)
M930,DESLIZAMIENTO DE LA EPIFISIS FEMORAL SUPERIOR (NO TRAUMATICO),Diagnóstico (CIEX)
M931,ENFERMEDAD DE KIENBÅCK DEL ADULTO,Diagnóstico (CIEX)
M932,OSTEOCONDRITIS DISECANTE,Diagnóstico (CIEX)
M938,OTRAS OSTEOCONDROPATIAS ESPECIFICADAS,Diagnóstico (CIEX)
M939,"OSTEOCONDROPATIA, NO ESPECIFICADA",Diagnóstico (CIEX)
M940,SINDROME DE LA ARTICULACION CONDROCOSTAL [TIETZE],Diagnóstico (CIEX)
M941,POLICONDRITIS RECIDIVANTE,Diagnóstico (CIEX)
M942,CONDROMALACIA,Diagnóstico (CIEX)
M948,OTROS TRASTORNOS ESPECIFICADOS DEL CARTILAGO,Diagnóstico (CIEX)
M949,"TRASTORNO DEL CARTILAGO, NO ESPECIFICADO",Diagnóstico (CIEX)
M943,CONDROLISIS,Diagnóstico (CIEX)
M950,DEFORMIDAD ADQUIRIDA DE LA NARIZ,Diagnóstico (CIEX)
M951,OREJA EN COLIFLOR,Diagnóstico (CIEX)
M952,OTRAS DEFORMIDADES ADQUIRIDAS DE LA CABEZA,Diagnóstico (CIEX)
M953,DEFORMIDAD ADQUIRIDA DEL CUELLO,Diagnóstico (CIEX)
M955,DEFORMIDAD ADQUIRIDA DE LA PELVIS,Diagnóstico (CIEX)
M958,OTRAS DEFORMIDADES ADQUIRIDAS ESPECIFICADAS DEL SISTEMA OSTEOMUSCULAR,Diagnóstico (CIEX)
M959,"DEFORMIDAD ADQUIRIDA DEL SISTEMA OSTEOMUSCULAR, NO ESPECIFICADA",Diagnóstico (CIEX)
M954,DEFORMIDAD ADQUIRIDA DE COSTILLAS Y TORAX,Diagnóstico (CIEX)
M960,SEUDOARTROSIS CONSECUTIVA A FUSION O ARTRODESIS,Diagnóstico (CIEX)
M961,"SINDROME POSTLAMINECTOMIA, NO CLASIFICADO EN OTRA PARTE",Diagnóstico (CIEX)
M962,CIFOSIS POSTRADIACION,Diagnóstico (CIEX)
M963,CIFOSIS POSTLAMINECTOMIA,Diagnóstico (CIEX)
M964,LORDOSIS POSTQUIRURGICA,Diagnóstico (CIEX)
M965,ESCOLIOSIS POSTRADIACION,Diagnóstico (CIEX)
M966,"FRACTURA DE HUESO POSTERIOR A INSERCION O IMPLANTE ORTOPEDICO, PROTESIS ARTICULAR O PLAC",Diagnóstico (CIEX)
M968,OTROS TRASTORNOS OSTEOMUSCULARES CONSECUTIVOS A PROCEDIMIENTOS,Diagnóstico (CIEX)
M969,TRASTORNOS OSTEOMUSCULARES NO ESPECIFICADOS CONSECUTIVOS A PROCEDIMIENTOS,Diagnóstico (CIEX)
M990,DISFUNCION SEGMENTAL O SOMATICA,Diagnóstico (CIEX)
M992,SUBLUXACION CON ESTENOSIS DEL CANAL NEURAL,Diagnóstico (CIEX)
M993,ESTENOSIS OSEA DEL CANAL NEURAL,Diagnóstico (CIEX)
M991,COMPLEJO DE SUBLUXACION (VERTEBRAL),Diagnóstico (CIEX)
M994,ESTENOSIS DEL CANAL NEURAL POR TEJIDO CONJUNTIVO,Diagnóstico (CIEX)
M996,ESTENOSIS OSEA Y SUBLUXACION DE LOS AGUJEROS INTERVERTEBRALES,Diagnóstico (CIEX)
M997,ESTENOSIS DE LOS AGUJEROS INTERVERTEBRALES POR TEJIDO CONJUNTIVO O POR DISCO INTERVERTEB,Diagnóstico (CIEX)
M995,ESTENOSIS DEL CANAL NEURAL POR DISCO INTERVERTEBRAL,Diagnóstico (CIEX)
M998,OTRAS LESIONES BIOMECANICAS,Diagnóstico (CIEX)
M999,"LESION BIOMECANICA, NO ESPECIFICADA",Diagnóstico (CIEX)
N001,"SINDROME NEFRITICO AGUDO, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",Diagnóstico (CIEX)
N002,"SINDROME NEFRITICO AGUDO, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",Diagnóstico (CIEX)
N000,"SINDROME NEFRITICO AGUDO, ANOMALIA GLOMERULAR MINIMA",Diagnóstico (CIEX)
N003,"SINDROME NEFRITICO AGUDO, GLOMERULONEFRITIS PROLIFERATIVA MESANGIAL DIFUSA",Diagnóstico (CIEX)
N004,"SINDROME NEFRITICO AGUDO, GLOMERULONEFRITIS PROLIFERATIVA ENDOCAPILAR DIFUSA",Diagnóstico (CIEX)
N005,"SINDROME NEFRITICO AGUDO, GLOMERULONEFRITIS MESANGIOCAPILAR DIFUSA",Diagnóstico (CIEX)
N006,"SINDROME NEFRITICO AGUDO, ENFERMEDAD POR DEPOSITOS DENSOS",Diagnóstico (CIEX)
N007,"SINDROME NEFRITICO AGUDO, GLOMERULONEFRITIS DIFUSA EN MEDIA LUNA",Diagnóstico (CIEX)
N010,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, ANOMALIA GLOMERULAR MINIMA",Diagnóstico (CIEX)
N008,"SINDROME NEFRITICO AGUDO, OTRAS",Diagnóstico (CIEX)
N009,"SINDROME NEFRITICO AGUDO, NO ESPECIFICADA",Diagnóstico (CIEX)
N011,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",Diagnóstico (CIEX)
N012,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",Diagnóstico (CIEX)
N013,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, GLOMERULONEFRITIS PROLIFERATIVA MESANGIAL DIF",Diagnóstico (CIEX)
N014,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, GLOMERULONEFRITIS PROLIFERATIVA ENDOCAPILAR D",Diagnóstico (CIEX)
N015,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, GLOMERULONEFRITIS MESANGIOCAPILAR DIFUSA",Diagnóstico (CIEX)
N016,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, ENFERMEDAD POR DEPOSITOS DENSOS",Diagnóstico (CIEX)
N017,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, GLOMERULONEFRITIS DIFUSA EN MEDIA LUNA",Diagnóstico (CIEX)
N018,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, OTRAS",Diagnóstico (CIEX)
N019,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, NO ESPECIFICADA",Diagnóstico (CIEX)
N022,"HEMATURIA RECURRENTE Y PERSISTENTE, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",Diagnóstico (CIEX)
N023,"HEMATURIA RECURRENTE Y PERSISTENTE, GLOMERULONEFRITIS PROLIFERATIVA MESANGIAL DIFUSA",Diagnóstico (CIEX)
N020,"HEMATURIA RECURRENTE Y PERSISTENTE, ANOMALIA GLOMERULAR MINIMA",Diagnóstico (CIEX)
N021,"HEMATURIA RECURRENTE Y PERSISTENTE, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",Diagnóstico (CIEX)
N025,"HEMATURIA RECURRENTE Y PERSISTENTE, GLOMERULONEFRITIS MESANGIOCAPILAR DIFUSA",Diagnóstico (CIEX)
N026,"HEMATURIA RECURRENTE Y PERSISTENTE, ENFERMEDAD POR DEPOSITOS DENSOS",Diagnóstico (CIEX)
N024,"HEMATURIA RECURRENTE Y PERSISTENTE, GLOMERULONEFRITIS PROLIFERATIVA ENDOCAPILAR DIFUSA",Diagnóstico (CIEX)
N027,"HEMATURIA RECURRENTE Y PERSISTENTE, GLOMERULONEFRITIS DIFUSA EN MEDIA LUNA",Diagnóstico (CIEX)
N028,"HEMATURIA RECURRENTE Y PERSISTENTE, OTRAS",Diagnóstico (CIEX)
N029,"HEMATURIA RECURRENTE Y PERSISTENTE, NO ESPECIFICADA",Diagnóstico (CIEX)
N031,"SINDROME NEFRITICO CRONICO, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",Diagnóstico (CIEX)
N032,"SINDROME NEFRITICO CRONICO, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",Diagnóstico (CIEX)
N033,"SINDROME NEFRITICO CRONICO, GLOMERULONEFRITIS PROLIFERATIVA MESANGIAL DIFUSA",Diagnóstico (CIEX)
N030,"SINDROME NEFRITICO CRONICO, ANOMALIA GLOMERULAR MINIMA",Diagnóstico (CIEX)
N035,"SINDROME NEFRITICO CRONICO, GLOMERULONEFRITIS MESANGIOCAPILAR DIFUSA",Diagnóstico (CIEX)
N036,"SINDROME NEFRITICO CRONICO, ENFERMEDAD POR DEPOSITOS DENSOS",Diagnóstico (CIEX)
N037,"SINDROME NEFRITICO CRONICO, GLOMERULONEFRITIS DIFUSA EN MEDIA LUNA",Diagnóstico (CIEX)
N034,"SINDROME NEFRITICO CRONICO, GLOMERULONEFRITIS PROLIFERATIVA ENDOCAPILAR DIFUSA",Diagnóstico (CIEX)
N038,"SINDROME NEFRITICO CRONICO, OTRAS",Diagnóstico (CIEX)
N039,"SINDROME NEFRITICO CRONICO, NO ESPECIFICADA",Diagnóstico (CIEX)
N042,"SINDROME NEFROTICO, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",Diagnóstico (CIEX)
N043,"SINDROME NEFROTICO, GLOMERULONEFRITIS PROLIFERATIVA MESANGIAL DIFUSA",Diagnóstico (CIEX)
N044,"SINDROME NEFROTICO, GLOMERULONEFRITIS PROLIFERATIVA ENDOCAPILAR DIFUSA",Diagnóstico (CIEX)
N040,"SINDROME NEFROTICO, ANOMALIA GLOMERULAR MINIMA",Diagnóstico (CIEX)
N041,"SINDROME NEFROTICO, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",Diagnóstico (CIEX)
N047,"SINDROME NEFROTICO, GLOMERULONEFRITIS DIFUSA EN MEDIA LUNA",Diagnóstico (CIEX)
N048,"SINDROME NEFROTICO, OTRAS",Diagnóstico (CIEX)
N045,"SINDROME NEFROTICO, GLOMERULONEFRITIS MESANGIOCAPILAR DIFUSA",Diagnóstico (CIEX)
N046,"SINDROME NEFROTICO, ENFERMEDAD POR DEPOSITOS DENSOS",Diagnóstico (CIEX)
N050,"SINDROME NEFRITICO NO ESPECIFICADO, ANOMALIA GLOMERULAR MINIMA",Diagnóstico (CIEX)
N051,"SINDROME NEFRITICO NO ESPECIFICADO, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",Diagnóstico (CIEX)
N049,"SINDROME NEFROTICO, NO ESPECIFICADA",Diagnóstico (CIEX)
N052,"SINDROME NEFRITICO NO ESPECIFICADO, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",Diagnóstico (CIEX)
N054,"SINDROME NEFRITICO NO ESPECIFICADO, GLOMERULONEFRITIS PROLIFERATIVA ENDOCAPILAR DIFUSA",Diagnóstico (CIEX)
N055,"SINDROME NEFRITICO NO ESPECIFICADO, GLOMERULONEFRITIS MESANGIOCAPILAR DIFUSA",Diagnóstico (CIEX)
N053,"SINDROME NEFRITICO NO ESPECIFICADO, GLOMERULONEFRITIS PROLIFERATIVA MESANGIAL DIFUSA",Diagnóstico (CIEX)
N056,"SINDROME NEFRITICO NO ESPECIFICADO, ENFERMEDAD POR DEPOSITOS DENSOS",Diagnóstico (CIEX)
N057,"SINDROME NEFRITICO NO ESPECIFICADO, GLOMERULONEFRITIS DIFUSA EN MEDIA LUNA",Diagnóstico (CIEX)
N058,"SINDROME NEFRITICO NO ESPECIFICADO, OTRAS",Diagnóstico (CIEX)
N059,"SINDROME NEFRITICO NO ESPECIFICADO, NO ESPECIFICADA",Diagnóstico (CIEX)
N061,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, LESIONES GLOMERULARES FOCALES Y",Diagnóstico (CIEX)
N062,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, GLOMERULONEFRITIS MEMBRANOSA DI",Diagnóstico (CIEX)
N060,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, ANOMALIA GLOMERULAR MINIMA",Diagnóstico (CIEX)
N064,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, GLOMERULONEFRITIS PROLIFERATIVA",Diagnóstico (CIEX)
N065,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, GLOMERULONEFRITIS MESANGIOCAPIL",Diagnóstico (CIEX)
N063,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, GLOMERULONEFRITIS PROLIFERATIVA",Diagnóstico (CIEX)
N066,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, ENFERMEDAD POR DEPOSITOS DENSOS",Diagnóstico (CIEX)
N067,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, GLOMERULONEFRITIS DIFUSA EN MED",Diagnóstico (CIEX)
N068,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, OTRAS",Diagnóstico (CIEX)
N070,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, ANOMALIA GLOMERULAR MINIMA",Diagnóstico (CIEX)
N071,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, LESIONES GLOMERULARES FOCALES Y SE",Diagnóstico (CIEX)
N072,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, GLOMERULONEFRITIS MEMBRANOSA DIFUS",Diagnóstico (CIEX)
N073,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, GLOMERULONEFRITIS PROLIFERATIVA ME",Diagnóstico (CIEX)
N069,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, NO ESPECIFICADA",Diagnóstico (CIEX)
N074,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, GLOMERULONEFRITIS PROLIFERATIVA EN",Diagnóstico (CIEX)
N075,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, GLOMERULONEFRITIS MESANGIOCAPILAR",Diagnóstico (CIEX)
N076,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, ENFERMEDAD POR DEPOSITOS DENSOS",Diagnóstico (CIEX)
N077,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, GLOMERULONEFRITIS DIFUSA EN MEDIA",Diagnóstico (CIEX)
N078,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, OTRAS",Diagnóstico (CIEX)
N080,TRASTORNOS GLOMERULARES EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA,Diagnóstico (CIEX)
N081,TRASTORNOS GLOMERULARES EN ENFERMEDADES NEOPLASICAS,Diagnóstico (CIEX)
N083,TRASTORNOS GLOMERULARES EN DIABETES MELLITUS (E10-E14+ CON CUARTO CARACTER COMUN .2),Diagnóstico (CIEX)
N084,"TRASTORNOS GLOMERULARES EN OTRAS ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",Diagnóstico (CIEX)
N082,TRASTORNOS GLOMERULARES EN ENFERMEDADES DE LA SANGRE Y OTROS TRASTORNOS QUE AFECTAN AL M,Diagnóstico (CIEX)
N079,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, NO ESPECIFICADA",Diagnóstico (CIEX)
N085,TRASTORNOS GLOMERULARES EN TRASTORNOS SISTEMICOS DEL TEJIDO CONJUNTIVO,Diagnóstico (CIEX)
N088,TRASTORNOS GLOMERULARES EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,Diagnóstico (CIEX)
N10X,NEFRITIS TUBULOINTERSTICIAL AGUDA,Diagnóstico (CIEX)
N110,PIELONEFRITIS CRONICA NO OBSTRUCTIVA ASOCIADA CON REFLUJO,Diagnóstico (CIEX)
N111,PIELONEFRITIS CRONICA OBSTRUCTIVA,Diagnóstico (CIEX)
N118,OTRAS NEFRITIS TUBULOINTERSTICIALES CRONICAS,Diagnóstico (CIEX)
N119,"NEFRITIS TUBULOINTERSTICIAL CRONICA, SIN OTRA ESPECIFICACION",Diagnóstico (CIEX)
N133,OTRAS HIDRONEFROSIS Y LAS NO ESPECIFICADAS,Diagnóstico (CIEX)
N134,HIDROURETER,Diagnóstico (CIEX)
N12X,"NEFRITIS TUBULOINTERSTICIAL, NO ESPECIFICADA COMO AGUDA O CRONICA",Diagnóstico (CIEX)
N130,HIDRONEFROSIS CON OBSTRUCCION DE LA UNION URETERO-PELVICA,Diagnóstico (CIEX)
N131,"HIDRONEFROSIS CON ESTRECHEZ URETERAL, NO CLASIFICADA EN OTRA PARTE",Diagnóstico (CIEX)
N132,HIDRONEFROSIS CON OBSTRUCCION POR CALCULOS DEL RINON Y DEL URETER,Diagnóstico (CIEX)
N135,TORSION Y ESTRECHEZ DEL URETER SIN HIDRONEFROSIS,Diagnóstico (CIEX)
N136,PIONEFROSIS,Diagnóstico (CIEX)
N138,OTRAS UROPATIAS OBSTRUCTIVAS Y POR REFLUJO,Diagnóstico (CIEX)
N139,"UROPATIA OBSTRUCTIVA Y POR REFLUJO, SIN OTRA ESPECIFICACION",Diagnóstico (CIEX)
N137,UROPATIA ASOCIADA CON REFLUJO VESICOURETERAL,Diagnóstico (CIEX)
N141,"NEFROPATIA INDUCIDA POR OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS",Diagnóstico (CIEX)
N142,"NEFROPATIA INDUCIDA POR DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS",Diagnóstico (CIEX)
N140,NEFROPATIA INDUCIDA POR ANALGESICOS,Diagnóstico (CIEX)
N143,NEFROPATIA INDUCIDA POR METALES PESADOS,Diagnóstico (CIEX)
N144,"NEFROPATIA TOXICA, NO CLASIFICADA EN OTRA PARTE",Diagnóstico (CIEX)
N150,NEFROPATIA DE LOS BALCANES,Diagnóstico (CIEX)
N151,ABSCESO RENAL Y PERIRRENAL,Diagnóstico (CIEX)
